미디어타입,아티스트,장소명,장소타입,장소설명,영업시간,브레이크타임,휴무일,주소,위도,경도,전화번호,최종작성일
artist,방탄소년단,오브스토리지 앤게더,cafe,달려라 방탄 EP.45 방탄 카페편을 촬영한 곳,임시휴업,정보없음,임시휴업,서울특별시 용산구 독서당로 39 한남동신성미소시티,37.531504,127.007269,02-511-6220,2022-11-18
artist,방탄소년단,열봉부엌,restaurant,방탄소년단의 V LIVE 막걸리 공약을 한 장소,월-토 17시 - 24시,정보없음,일요일,서울특별시 용산구 백범로87길 46,37.539253,126.969231,02-717-1052,2022-11-18
artist,방탄소년단,국립중앙박물관,playground,방탄소년단이 멋지게 졸업 축사를 했던 곳,"월-화,목-금,일 10시 - 18시, 수,토 10시 - 21시",정보없음,연중무휴,서울특별시 용산구 서빙고로 137,37.52394,126.980356,02-2077-9000,2022-11-18
artist,방탄소년단,노들섬,playground,BTS 2021 시즌 그리팅 촬영 장소,화-일 09시 - 21시 30분 (야외공간 24시 개방),정보없음,"월요일, 명절(당일), 1월1일",서울특별시 용산구 양녕로 445,37.5181029,126.957064,02-749-4500,2022-11-18
artist,방탄소년단,해쉬더우드,playground,방탄소년단 SUGA가 방문한 목공방,평일 10시 - 20시,정보없음,주말,서울특별시 용산구 후암로 38,37.549247,126.977755,070-5223-2627,2022-11-18
artist,방탄소년단,인왕산,playground,방탄소년단 RM이 등산한 산,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 무악동 산2-1,37.578839,126.960586,02-2148-4154,2022-11-18
artist,방탄소년단,북악팔각정,playground,RM 트위터에 업로드 된 서울의 드라이브 코스,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 북악산로 267,37.601612,126.98065,02-6951-3438,2022-11-18
artist,방탄소년단,경복궁,playground,방탄이 지미팰런쇼에서 다이너마이트 무대를 한 곳,"수-월 09시 - 17시 (11월-2월), 수-월 09시 - 18시 (3-5월, 9-10월), 수-월 09시 - 18시 30분 (6-8월)",정보없음,화요일(공휴일인 경우 다음날 휴무),서울특별시 종로구 사직로 161,37.5806736,126.976952,02-3700-3900,2022-11-18
artist,방탄소년단,학고재,playground,RM이 방문한 전시관,화-토 10시 - 18시,정보없음,"월요일, 일요일",서울특별시 종로구 삼청로 50,37.580467,126.980297,02-720-1524,2022-11-18
artist,방탄소년단,돈의문 박물관 마을,playground,방탄소년단 달려라방탄 EP.120 촬영지,화-일 10시 - 19시,정보없음,월요일,서울특별시 종로구 송월길 14-3,37.568787,126.968511,02-739-6994,2022-11-18
artist,방탄소년단,조계사,playground,RM 트위터에 업로드 된 장소,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 우정국로 55,37.57446,126.982655,02-768-8600,2022-11-18
artist,방탄소년단,대선칼국수,restaurant,방탄소년단이 먹고 간 칼국수집,매일 09시 - 22시,정보없음,연중무휴,서울특별시 종로구 자하문로4길 6,37.577153,126.972657,0507-1367-9007,2022-11-18
artist,방탄소년단,윤동주문학관,playground,RM 트위터에 업로드 된 장소,화-일 10시 - 18시,정보없음,월요일,서울특별시 종로구 창의문로 119,37.5919695,126.966814,02-2148-4175,2022-11-18
artist,방탄소년단,청와대 사랑채,playground,RM이 트위터에 업로드한 장소,수-월 09시 - 18시,정보없음,"화요일, 1월1일",서울특별시 종로구 효자로13길 45,37.582359,126.973038,02-723-0300,2022-11-18
artist,방탄소년단,롯데백화점 본점,store,여러 스타들의 손도장이 있는 곳,"월-목 10시 30분 - 20시, 금-일 10시 30분 - 20시 30분",정보없음,연중무휴,서울특별시 중구 남대문로 81,37.565441,126.980991,1577-0001,2022-11-18
artist,방탄소년단,금돼지식당,restaurant,"정국, 지민이 방문했던 식당",매일 11시 30분 - 22시,정보없음,연중무휴,서울특별시 중구 다산로 149,37.557067,127.009465,0507-1307-8750,2022-11-18
artist,방탄소년단,국립현대미술관 덕수궁,playground,RM 트위터에 업로드 된 미술관,"화,목-금,일 10시 - 18시, 수,토 10시 - 21시",정보없음,월요일,서울특별시 중구 세종대로 99,37.565924,126.97501,02-2022-0600,2022-11-18
artist,방탄소년단,덕수궁 돌담길,playground,(180209) 방탄 트위터에 올라온 장소,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 세종대로 99,37.565924,126.97501,02-751-0734,2022-11-18
artist,방탄소년단,코끼리볼링장,playground,달려라 방탄 EP.19에 나온 볼링장,"월-토 10시 30분 - (익일) 01시, 일 10시 30분 - 24시",정보없음,연중무휴,서울특별시 중구 퇴계로 166 흥국빌딩,37.560852,126.990109,02-2268-6073,2022-11-18
artist,방탄소년단,한국의 집,restaurant,방탄소년단이 미국 빌보드 커버사진을 촬영한 곳,화-일 11시 30분 - 22시,15시 30분 - 17시,월요일,서울특별시 중구 퇴계로36길 10,37.560304,126.99471,02-2266-9101,2022-11-18
artist,방탄소년단,피크닉,playground,RM이 방문한 갤러리,화-일 10시 - 18시(입장마감 17시),정보없음,월요일,서울특별시 중구 퇴계로6가길 30,37.556933,126.97811,02-318-3233,2022-11-18
artist,방탄소년단,정서진광장,playground,달려라 방탄 EP.65 벌칙 수행장소,매일 00시 - 24시,정보없음,연중무휴,인천광역시 서구 정서진남로 95,37.556897,126.604716,032-561-1339,2022-11-18
artist,방탄소년단,월미도,playground,For You MV 촬영지,매일 00시 - 24시,정보없음,연중무휴,인천광역시 중구 북성동1가 산 1,37.475466,126.597801,032-761-0997,2022-11-18
artist,방탄소년단,인천배낚시 광복낚시,playground,진이 트위터에 업로드한 장소,매일 00시 - 24시,정보없음,연중무휴,인천광역시 중구 축항대로 150,37.453192,126.613546,032-883-6628,2022-11-18
artist,방탄소년단,소쇄원,playground,RM 트위터에 업로드 된 장소,매일 09시 - 17시 (시기별 상이),정보없음,연중무휴,전라남도 담양군 가사문학면 소쇄원길 17,35.184292,127.012135,061-381-0115,2022-11-18
artist,방탄소년단,죽녹원,playground,RM 트위터에 업로드 된 장소,"매일 09시 - 19시 하절기, 매일 09시 - 18시 동절기",정보없음,연중무휴,전라남도 담양군 담양읍 죽녹원로 119,35.326613,126.985409,061-380-2680,2022-11-18
artist,방탄소년단,메타세쿼이아 가로수길,playground,RM 트위터에 업로드 된 장소,"하절기 매일 09시 - 19시, 동절기 매일 09시 - 18시",정보없음,연중무휴,전라남도 담양군 담양읍 학동리 633,35.3251724,127.009247,061-380-3149,2022-11-18
artist,방탄소년단,순천만 국가정원,playground,공식 트위터에 올라온 RM이 왔다간 곳,매일 08시30분 - 19시 (시기별 상이),정보없음,연중무휴,전라남도 순천시 국가정원1호길 47,34.929045,127.498897,1577-2013,2022-11-18
artist,방탄소년단,향일암,playground,RM 트위터에 업로드 된 장소,매일 00시 - 24시,정보없음,연중무휴,전라남도 여수시 돌산읍 향일암로 60,34.591599,127.803847,061-644-4742,2022-11-18
artist,방탄소년단,자산공원 일출정,playground,RM 트위터에 올라온 장소,매일 00시 - 24시,정보없음,연중무휴,전라남도 여수시 자산4길 45,34.740409,127.754089,061-659-1316,2022-11-18
artist,방탄소년단,새만금홍보관,playground,BTS의 `Save Me` 뮤직비디오 촬영지,화-일 09시 - 17시,정보없음,월요일,전라북도 부안군 변산면 새만금로 6,35.697106,126.559206,063-584-6822,2022-11-18
artist,방탄소년단,대승 한지마을,playground,2019 썸머패키지 장소,"하절기 화-일 09시 - 18시, 동절기 화-일 09시 - 17시 30분",정보없음,월요일,전라북도 완주군 소양면 복은길 18,35.854469,127.294519,063-242-1001,2022-11-18
artist,방탄소년단,오성한옥마을,playground,2019 썸머 패키지 in 한국 촬영지,매일 00시 - 24시,정보없음,연중무휴,전라북도 완주군 소양면 송광수만로 472-23,35.903056,127.24376,063-290-3576,2022-11-18
artist,방탄소년단,아원,playground,2019 썸머패키지 촬영장소,매일 12시 - 16시,정보없음,연중무휴,전라북도 완주군 소양면 송광수만로 516-7,35.903446,127.244641,063-241-8195,2022-11-18
artist,방탄소년단,전주드림랜드,playground,LOVE YOURSELF 하이라이트 뮤비 속 장소,매일 10시 - 18시,정보없음,연중무휴,전라북도 전주시 덕진구 소리로 68,35.857523,127.145143,063-275-4900,2022-11-18
artist,방탄소년단,호남각,restaurant,2019 Summer Package 촬영때 방문한 집,매일 11시 - 21시,정보없음,명절(당일),전라북도 전주시 덕진구 송천동2가 560-3,35.865018,127.113707,063-278-8150,2022-11-18
artist,방탄소년단,풍년제과 한옥마을3호점,cafe,2019 썸머 패키지 촬영지인 빵집,매일 08시 - 21시 30분,정보없음,연중무휴,전라북도 전주시 완산구 어진길 42,35.817698,127.152224,063-283-5858,2022-11-18
artist,방탄소년단,전주전통술박물관,playground,2019 썸머 패키지 모주 만들기 체험 촬영지,화-일 09시 - 18시,정보없음,월요일,전라북도 전주시 완산구 한지길 74,35.817007,127.153499,063-287-6305,2022-11-18
artist,방탄소년단,외돌개,playground,방탄소년단 화양연화 자켓 사진 촬영지,매일 00시 - 24시,정보없음,연중무휴,제주특별자치도 서귀포시 서홍동 791,33.239982,126.545446,064-760-3192,2022-11-18
artist,방탄소년단,카멜리아힐,playground,Love Yourself 포스터 촬영지,매일 08시 30분 - 18시(월별 상이),정보없음,연중무휴,제주특별자치도 서귀포시 안덕면 병악로 166,33.28902,126.37012,064-800-6296,2022-11-18
artist,방탄소년단,본태박물관,playground,RM 트위터에 업로드 된 제주의 박물관,매일 10시 - 18시,정보없음,연중무휴,제주특별자치도 서귀포시 안덕면 산록남로762번길 69,33.303682,126.392402,064-792-8108,2022-11-18
artist,방탄소년단,유리네식당,restaurant,방탄소년단 슈가가 가족들과 방문한 식당,매일 09시 - 21시,16시 - 17시 30분,연중무휴,제주특별자치도 제주시 연북로 146,33.481385,126.497261,064-748-0890,2022-11-18
artist,방탄소년단,스위스마을 컬러스테이,playground,뷔와 박보검이 방문한 마을,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,제주특별자치도 제주시 조천읍 함와로 566-27,33.4940796,126.677108,,2022-11-18
artist,방탄소년단,환상숲곶자왈공원,playground,화양연화 Pt.2 컨셉포토 촬영장소,"월-토 09시 - 17시, 일 13시 - 17시",정보없음,연중무휴,제주특별자치도 제주시 한경면 녹차분재로 594-1,33.322573,126.263343,064-772-2488,2022-11-18
artist,방탄소년단,생각하는정원,playground,RM 트위터에 업로드 된 제주의 식물원,매일 09시 - 18시,정보없음,연중무휴,제주특별자치도 제주시 한경면 녹차분재로 675 생각하는 정원,33.325493,126.254994,064-772-3701,2022-11-18
artist,방탄소년단,다람쥐식탁,restaurant,뷔가 제주도에서 방문한 아기자기한 식당,목-화 10시 - 19시,정보없음,수요일,제주특별자치도 제주시 한림읍 명월성로 10 1층,33.40783,126.265766,070-8865-0444,2022-11-18
artist,방탄소년단,문쏘 제주협재점,restaurant,지민이 방문한 해물 요리 많은 식당,금-수 10시 30분 - 20시 20분,16시 30분 - 17시,목요일,제주특별자치도 제주시 한림읍 한림상로 15-5,33.405621,126.256687,064-796-4055,2022-11-18
artist,방탄소년단,아라리오갤러리,playground,방탄소년단 RM이 방문한 갤러리,매일 11시 - 19시,정보없음,연중무휴,충청남도 천안시 동남구 만남로 43,36.819426,127.157806,041-551-5100,2022-11-18
artist,방탄소년단,제천 모산 비행장,playground,방탄소년단 Young Forever 뮤비 촬영지,매일 00시 - 24시,정보없음,연중무휴,충청북도 제천시 고암동 1200-1,37.162841,128.220289,043-641-5114,2022-11-18
artist,백현,롯데월드,playground,엑소 백현의 `놀이공원` 뮤직비디오가 이곳 회전목마 앞에서 촬영되었다,매일 10시 - 21시,정보없음,연중무휴,서울특별시 송파구 올림픽로 240,37.5112601,127.097998,1661-2000,2022-11-25
artist,벤,뮤지엄 산,playground,벤이 즐거운 시간을 보내고 온 미술관,화-일 10시 - 18시,정보없음,월요일,강원도 원주시 지정면 오크밸리2길 260,37.418903,127.82302,0507-1430-9001,2022-11-18
artist,벤,카페 대너리스,cafe,벤이 방문한 데이트하기 좋은 남양주 카페,매일 10시 - 24시,15시 30분 - 17시,연중무휴,경기도 남양주시 조안면 북한강로 914,37.5974684,127.3390226,0507-1429-9701,2022-11-18
artist,벤,어사출또 역곡역점,restaurant,벤이 먹고 감탄한 가성비 회 맛집,"월-토 14시 - (익일) 02시, 일 12시 - 24시",정보없음,연중무휴,경기도 부천시 역곡로 24 1층,37.4874761,126.8088767,032-343-8600,2022-11-18
artist,벤,영동교집 위례직영점,restaurant,벤이 제주산 삼겹살을 먹고 감탄한 곳,매일 11시 - 23시,정보없음,연중무휴,경기도 성남시 수정구 위례서일로1길 3-12 1층,33.5416012,126.6654291,031-755-3455,2022-11-18
artist,벤,Deazit,cafe,벤이 커피타임을 즐기고 간 감성 카페,매일 12시 - (익일) 02시,정보없음,연중무휴,경기도 양주시 장흥면 북한산로 848-5,37.6975028,126.9676374,0507-1316-1402,2022-11-18
artist,벤,중리숯불막창식당,restaurant,벤이 막창을 먹고 감탄한 대구 맛집,매일 16시 - (익일) 01시,정보없음,연중무휴,대구광역시 서구 와룡로72길 71,35.8650897,128.5433482,053-554-3954,2022-11-18
artist,벤,파지티브호텔 플래그십,restaurant,벤이 건강한 식사를 위해 찾은 식당,매일 11시 30분 - 19시 30분,정보없음,연중무휴,서울특별시 강남구 압구정로46길 77,37.5236564,127.0345657,02-546-7618,2022-11-18
artist,벤,영미네곱창 본점,restaurant,벤이 자주 방문하는 원조 곱창 맛집,매일 10시 - (익일) 06시,정보없음,4번째 화요일,서울특별시 중구 마장로9길 38,37.6608826,127.0042027,02-2253-3341,2022-11-18
artist,벤,토크라피,cafe,벤의 헤어져줘서 고마워 뮤직비디오에 나온 카페,매일 10시 - 21시,정보없음,연중무휴,인천광역시 강화군 화도면 해안남로1691번길 43-12,37.5934838,126.4358688,070-7607-1691,2022-11-18
artist,벤,국제식당,restaurant,벤도 먹고 감탄했던 밀푀유나베 맛집 이자카야,매일 15시 - (익일) 02시,정보없음,연중무휴,인천광역시 미추홀구 경인남길30번길 45-2,37.452045,126.657071,0507-1325-7176,2022-11-18
artist,벤,낭만포차38번 낭만여장부,restaurant,벤이 방문했던 여수 최고 인기 포차,매일 12시 - 21시,정보없음,연중무휴,전라남도 여수시 여수시민로 8 1층,34.7367512,127.7470476,0507-1398-2278,2022-11-18
artist,벤,돈고팡 제주공항본점,restaurant,벤이 다시 찾고 싶어한 흑돼지 맛집,수-월 15시 - 23시,정보없음,화요일,제주특별자치도 제주시 서해안로 248,33.5089175,126.472305,064-711-9892,2022-11-18
artist,벤,오늘도 회는 뜬다,restaurant,해산물 매니아 벤이 찾은 회 맛집,월-토 16시 30분 - 23시,정보없음,일요일,제주특별자치도 제주시 조천읍 함덕13길 1-1,33.5416012,126.6654291,064-783-6636,2022-11-18
artist,보아,CASA DEL AYA,stay,보아와 최다니엘이 방문한 펜션,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,강원도 고성군 토성면 아야진해변길 19,38.268267,128.555849,0507-1329-8469,2022-11-18
artist,보아,각두골,restaurant,보아와 샤이니 키가 방문한 시골 백숙집,매일 09시 - 19시 30분,정보없음,연중무휴,강원도 양양군 서면 설악로 1111-10,38.075008,128.473099,033-672-3141,2022-11-18
artist,보아,안성팜랜드,playground,가을 우체국에서 보아가 버스를 타며 바라본 곳,"평일 10시 - 18시, 주말 09시 - 18시",정보없음,연중무휴,경기도 안성시 공도읍 대신두길 28,36.9904684,127.194467,031-8053-7979,2022-11-18
artist,보아,두리랜드,playground,보아와 손현주가 방문한 놀이 공원,"화-금 10시 30분 - 18시, 주말 10시 - 18시",정보없음,월요일,경기도 양주시 장흥면 권율로 120,37.724732,126.950441,031-855-8515,2022-11-18
artist,보아,벽초지수목원,playground,MV촬영을 위해 보아가 방문한 곳,매일 09시 - 17시 30분,정보없음,연중무휴,경기도 파주시 광탄면 부흥로 242,37.800977,126.873712,0507-1421-2022,2022-11-18
artist,보아,은행골 신사점,restaurant,보아가 방문해서 싸인도 하고 간 초밥집,월-토 11시 - 22시 30분,정보없음,일요일,서울특별시 강남구 강남대로152길 42 2층,37.517978,127.022739,02-3444-4988,2022-11-18
artist,보아,이모가있는집 본점,restaurant,보아가 방문했던 부대찌개 맛집,월-토 11시 - 21시 20분,정보없음,일요일,서울특별시 강남구 언주로134길 31,37.517091,127.038109,02-545-7605,2022-11-18
artist,보아,뱃고동,restaurant,보아가 이동욱과 방문한 낙지 맛집,"평일 11시 30분 - 22시, 주말 12시 - 22시",정보없음,명절,서울특별시 강남구 언주로172길 54,37.526811,127.035831,02-514-8008,2022-11-18
artist,보아,난지한강공원,playground,드라마 속 보아가 자전거 데이트를 한 곳,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 한강난지로 162,37.564486,126.87945,02-3780-0611,2022-11-18
artist,보아,오설록 티 뮤지엄,playground,런닝맨 촬영 중 보아가 방문한 제주 녹차밭,매일 09시 - 18시,정보없음,연중무휴,제주특별자치도 서귀포시 안덕면 신화역사로 15,33.306312,126.288343,064-794-5312,2022-11-18
artist,보아,명랑스낵,restaurant,밤도깨비 촬영 중 보아가 방문했던 분식집,매일 11시 30분 - 18시,정보없음,연중무휴,제주특별자치도 제주시 한림읍 한림로 585,33.409284,126.258829,0507-1344-4548,2022-11-18
artist,브라운 아이드 걸스,학교가는길,restaurant,나르샤가 수요미식회에서 만난 가성비 만점 분식,"평일 10시 30분 - 20시 30분, 토 11시 30분 - 19시",14시 50분 - 16시 30분,"일요일, 3번째 월요일",경기도 부천시 지봉로34번길 38,37.485473,126.806977,032-347-8809,2022-11-18
artist,브라운 아이드 걸스,국미당,restaurant,분식 부심러 나르샤도 감동한 수요미식회 분식 맛집,화-토 11시 - 21시,정보없음,"월요일, 일요일",서울특별시 강남구 남부순환로359길 19,37.486112,127.036217,02-533-6767,2022-11-18
artist,브라운 아이드 걸스,골드피쉬 딤섬퀴진,restaurant,프로듀스 101 멘토 제아의 인생 딤섬 식당,매일 11시 30분 - 21시 30분,15시 - 17시 30분,연중무휴,"서울특별시 강남구 압구정로48길 35, 2층",37.52602,127.037078,02-511-5266,2022-11-18
artist,브라운 아이드 걸스,반룡산,restaurant,제아가 수요미식회에서 소개한 함흥식 가릿국밥,"평일 11시 - 22시, 주말 11시 - 21시 30분",정보없음,연중무휴,서울특별시 강남구 테헤란로78길 26 1층,37.5044731,127.055795,02-3446-8966,2022-11-18
artist,브라운 아이드 걸스,노들섬,playground,제아와 랄라둥이들이 랄랄라노래대회를 펼쳤던 장소,화-일 09시 - 21시 30분 (야외공간 24시 개방),정보없음,"월요일, 명절(당일), 1월1일",서울특별시 용산구 양녕로 445,37.5181029,126.957064,02-749-4500,2022-11-18
artist,브라운 아이드 걸스,계동 이잌,restaurant,나르샤가 인스타그램에 태그한 감성 가득 레스토랑,"화-목 16시 - 23시, 금-일 13시 - 23시",15시 - 17시,월요일,서울특별시 종로구 북촌로4길 28,37.579206,126.986615,070-8865-2255,2022-11-18
artist,브라운 아이드 걸스,청진옥,restaurant,제아가 만난 해장국의 산증인과도 같은 맛집,화-일 06시 - 21시,정보없음,월요일,서울특별시 종로구 종로3길 32,37.5716911,126.9794619,02-735-1690,2022-11-18
artist,브라운 아이드 걸스,화조원,playground,제아가 제주 미니멀 라이프 중에 만난 특별한 장소,"11~3월 매일 9시 - 17시30분, 4~10월 매일 9시-18시",정보없음,연중무휴,제주특별자치도 제주시 애월읍 애원로 804,33.443131,126.338598,064-799-9988,2022-11-18
artist,블락비,명태덕장,restaurant,박경이 출연한 수요미식회 221회에 나온 곳,매일 11시 - 21시 40분,정보없음,연중무휴,경기도 김포시 김포한강11로331번길 137,37.660797,126.680877,031-982-9990,2022-11-18
artist,블락비,묵호문어집,restaurant,박경이 출연한 수요미식회 106회에 나온 문어 집,매일 07시 30분 - 20시,정보없음,연중무휴,경상북도 영주시 영주로224번길 8,36.825469,128.623837,054-635-4557,2022-11-18
artist,블락비,부산사직종합운동장사직야구장,playground,블락비 재효가 시구한 야구장,매일 00시 - 24시,정보없음,연중무휴,부산광역시 동래구 사직로 45,35.193917,129.061529,051-505-7422,2022-11-18
artist,블락비,광안리해수욕장,playground,블락비 재효가 다녀간 광안리 해수욕장,매일 00시 - 24시 (7-8월 개장),정보없음,연중무휴,부산광역시 수영구 광안해변로 219,35.153308,129.118862,051-622-4251,2022-11-18
artist,블락비,하진이네,restaurant,미식 클럽에서 재효가 먹은 조개구잇집,매일 11시 30분 - (익일) 06시,정보없음,연중무휴,부산광역시 해운대구 청사포로 151,35.1619851,129.194016,0507-1404-4092,2022-11-18
artist,블락비,해운대 속씨원한대구탕 해운대점,restaurant,미식 클럽에서 김구라와 재효가 먹은 대구탕 집,매일 08시 - 21시,정보없음,연중무휴,부산광역시 해운대구 해운대로570번길 11 2층,37.689736,128.753045,051-731-4222,2022-11-18
artist,블락비,고래불 역삼본점,restaurant,박경이 출연한 수요미식회 106회에 나온 한식당,"평일 11시 30분 - 22시, 주말 11시 30분 - 21시",평일만 14시 30분 - 17시,연중무휴,서울특별시 강남구 논현로79길 62 백악빌딩 1층,37.4962666,127.0339938,02-556-3677,2022-11-18
artist,블락비,속초가,restaurant,박경이 출연한 수요미식회 221회에 나온 곳,화-일 11시 - 21시,정보없음,월요일,서울특별시 광진구 용마산로1길 65,37.555742,127.084999,02-456-5049,2022-11-18
artist,블락비,마포원조떡볶이,restaurant,블락비 박경의 단골 떡볶이집,매일 08시 30분 - 21시,정보없음,연중무휴,서울특별시 마포구 도화2길 3,37.5402803,126.9487861,02-719-2005,2022-11-18
artist,블락비,서울숲,playground,2019 이니스프리 `플레이그린` 축제 피오 참여,매일 00시 - 24시,정보없음,연중무휴,서울특별시 성동구 뚝섬로 273,37.544046,127.040414,02-460-2905,2022-11-18
artist,블락비,밀도 성수점,cafe,지코가 맛있게 먹은 빵집,매일 11시 - 21시 30분,정보없음,연중무휴,서울특별시 성동구 왕십리로 96 1층,37.546254,127.044859,0507-1476-5052,2022-11-18
artist,블락비,긴자료코 성신여대점,restaurant,지코가 방문한 일식당,매일 11시 - 21시,정보없음,연중무휴,서울특별시 성북구 보문로 34가길 5,37.591747,127.019739,02-929-1655,2022-11-18
artist,블락비,N서울타워,playground,블락비 재효가 아버지와 함께 간 남산서울타워,"전망대 매일 11시 - 22시, 더플다이닝 매일 12시 - 22시",정보없음,연중무휴,서울특별시 용산구 남산공원길 105,37.551168,126.98824,02-3455-9277,2022-11-18
artist,블락비,MUJABEE,cafe,비범이 운영하는 카페,매일 12시 - 23시,정보없음,연중무휴,서울특별시 용산구 한강대로84길 11-18,37.544428,126.973142,,2022-11-18
artist,블락비,정돈,restaurant,피오가 출연한 수요미식회 108회에 나온 돈가스집,매일 11시 30분 - 21시,14시 - 17시,연중무휴,서울특별시 종로구 대학로9길 12 지하1층,37.581767,127.001074,02-987-0924,2022-11-18
artist,블락비,조선 김밥,restaurant,박경이 출연한 수요미식회 60회에 나온 김밥 집,화-일 11시 - 19시,15시 - 16시 30분,월요일,서울특별시 종로구 율곡로 3길 68,37.578575,126.982182,02-723-7496,2022-11-18
artist,블락비,안즈,restaurant,피오가 출연한 수요미식회 108회에 나온 돈가스집,"평일 10시 30분 - 21시 30분, 주말 11시 - 21시",14시 20분 - 16시 30분,연중무휴,서울특별시 중구 을지로 5길 19 페럼타워빌딩 지하1층,37.567152,126.983976,02-6353-8948,2022-11-18
artist,블락비,MONKEY볼링센터,playground,블락비 재효가 갔던 볼링장,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 장충단로 253 헬로우APM,37.567484,127.008048,02-6388-3456,2022-11-18
artist,블락비,짜장면박물관,playground,블락비 재효의 인스타그램에 올라온 박물관,화-일 09시 - 18시,정보없음,월요일,인천광역시 중구 차이나타운로 56-14,37.47484,126.61823,032-773-9812,2022-11-18
artist,블랙핑크,위촌리전통한우,restaurant,블랙핑크가 다녀간 한우 전문점,매일 09시 30분 - 21시 30분,정보없음,연중무휴,강원도 강릉시 성산면 소목길 203-10,37.753553,128.847332,033-644-6658,2022-11-18
artist,블랙핑크,엘리시안 강촌스키장,playground,블핑하우스 9화에서 지수와 제니가 방문한 스키장,매일 09시 - 14시,정보없음,연중무휴,강원도 춘천시 남산면 북한강변길 688,37.816424,127.587008,033-260-2000,2022-11-18
artist,블랙핑크,대관령 하늘목장,playground,lovesick girls` 뮤직비디오 촬영지,"하절기 매일 09시 - 18시, 동절기 매일 09시 - 17시 30분",정보없음,연중무휴,강원도 평창군 대관령면 꽃밭양지길 458-23,37.705564,128.720685,033-332-8061,2022-11-18
artist,블랙핑크,오션월드,playground,"제니, 지수가 런닝맨 촬영했던 테마파크",탄력적 운영,정보없음,연중무휴,강원도 홍천군 서면 한치골길 262,37.648221,127.685587,1588-4888,2022-11-18
artist,블랙핑크,롤러비트,playground,"블핑하우스에서 제니, 지수가 롤러스케이트 탄 곳","평일 11시 - 21시 30분, 주말 10시 - 22시, 방학기간 10시 - 22시",정보없음,연중무휴,경기도 고양시 덕양구 행신로 131-11,37.620219,126.829052,031-973-4400,2022-11-18
artist,블랙핑크,준 179,cafe,블랙핑크가 야유회를 했던 카페,목-월 10시 - 19시,정보없음,휴업,경기도 양평군 용문면 덕촌길 31,37.498748,127.60005,,2022-11-18
artist,블랙핑크,용두 휴게소,playground,로제의 `on the ground` 뮤직비디오 촬영지,매일 00시 - 24시,정보없음,연중무휴,경기도 양평군 청운면 설악로 167,37.565346,127.7228259,031-771-6003,2022-11-18
artist,블랙핑크,에버랜드,playground,블핑하우스에서 간 동물원의 테마파크,매일 10시 - 22시 (시기별 상이),정보없음,연중무휴,경기도 용인시 처인구 포곡읍 에버랜드로 199,37.2896511,127.217242,031-320-5000,2022-11-18
artist,블랙핑크,벅구베이크,playground,"제니, 리사, 로제가 반려동물 수제간식을 만든 곳",월-토 11시 - 20시,정보없음,일요일,경기도 파주시 가재울로 96,37.727045,126.741934,0507-1339-5696,2022-11-18
artist,블랙핑크,벽초지수목원,playground,제니가 인스타그램에서 방문 인증한 곳,매일 09시 - 17시 30분,정보없음,연중무휴,경기도 파주시 광탄면 부흥로 242,37.800977,126.873712,0507-1421-2022,2022-11-18
artist,블랙핑크,스피드파크,playground,블핑하우스 7화에 나온 카트체험장,"하절기 매일 09시 - 20시, 동절기 매일 09시 - 18시",정보없음,연중무휴,경기도 파주시 파평면 청송로652번길 42-191,37.936149,126.872411,031-959-0420,2022-11-18
artist,블랙핑크,보아즈맨션,cafe,제니가 방문한 평택의 경치 좋은 카페,월-토 10시 - 21시,정보없음,일요일,경기도 평택시 장안웃길 85,37.0666339,127.0759258,0507-1322-7252,2022-11-18
artist,블랙핑크,흥환간이해수욕장,playground,로제가 `바라던 Bar` 알바생으로 일한 곳,매일 00시 - 24시,정보없음,연중무휴,경상북도 포항시 남구 동해면 호미로,36.0233791,129.4986613,054-270-5836,2022-11-18
artist,블랙핑크,은행골 신사점,restaurant,지수가 다녀간 신사동 초밥 맛집,월-토 11시 - 22시 30분,정보없음,일요일,서울특별시 강남구 강남대로152길 42 2층,37.517978,127.022739,02-3444-4988,2022-11-18
artist,블랙핑크,서울호떡 논현직영점,restaurant,로제 지수가 방문했던 호떡 맛집,"평일 11시 - 21시, 토 13시 - 21시, 일 11시 - 19시",정보없음,연중무휴,서울특별시 강남구 논현로149길 19 1층,37.5181364,127.0268234,0507-1397-1229,2022-11-18
artist,블랙핑크,쿠시마사 본점,restaurant,로제와 리사가 우니 초밥 셀카를 찍은 일식당,화-금 18시 - 21시 30분,정보없음,"월요일, 주말",서울특별시 강남구 논현로150길 35,37.5199208,127.031335,,2022-11-18
artist,블랙핑크,로칼즈버거바,restaurant,제니가 방문한 햄버거 맛집,"평일 11시 - 22시, 일 12시 - 20시",정보없음,토요일,서울특별시 강남구 도산대로 92길 26,37.522938,127.049305,02-555-3066,2022-11-18
